age,how_tall_in_meters,weight,body_mass_index,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,user_debora,user_katia,user_wallace,user_jose_carlos,gender_Woman,gender_Man,class_sitting,class_sittingdown,class_standing,class_standingup,class_walking
46,162,74.95662052498723,28.6,-5,76,-33,-2,22,-32,5,96,-68,-149,-106,-162,1,0,0,0,1,0,1,0,0,0,0
28,158,54.9319327763574,22.0,-9,90,-135,7,-5,-11,27,108,-114,-217,-74,-127,0,1,0,0,1,0,0,1,0,0,0
28,158,54.93836616731409,22.0,-3,101,-99,4,84,-124,22,96,-94,-194,-79,-158,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88425859038479,28.4,6,72,-59,-21,-28,-22,62,55,-102,-92,-128,-164,0,0,1,0,0,1,1,0,0,0,0
46,162,74.9566887262466,28.6,-12,143,-117,-8,117,-87,-35,101,-77,-166,-51,-161,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93739715519232,22.0,5,82,-109,-492,-516,-616,34,117,-154,-177,-68,-179,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93677327336025,22.0,-24,29,-26,-259,-349,-351,37,107,-102,-165,-90,-171,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95584006861365,28.6,-3,90,-53,-21,21,-20,15,108,-91,-162,-93,-155,1,0,0,0,1,0,1,0,0,0,0
75,167,66.87404365423026,24.0,-41,58,-174,-102,95,-140,5,189,-128,-208,-45,-138,0,0,0,1,0,1,0,0,0,0,1
75,167,66.87481956090454,24.0,-11,96,-98,-3,-10,-20,-64,85,-128,-142,-119,-119,0,0,0,1,0,1,1,0,0,0,0
28,158,54.938463610206085,22.0,-4,100,-101,-1,84,-125,32,106,-79,-197,-85,-162,0,1,0,0,1,0,0,0,1,0,0
46,162,74.95628293061365,28.6,-3,86,-88,0,74,-115,10,111,-106,-174,-83,-179,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88591225210646,28.4,-7,93,-123,5,90,-138,29,118,-83,-184,-76,-158,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93701428076535,22.0,-10,89,-113,-454,-477,-577,23,123,-121,-186,-87,-176,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95620034656153,28.6,-7,102,-96,3,85,-122,25,108,-96,-183,-89,-157,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95625007506463,28.6,9,94,-91,10,48,-118,3,109,-91,-173,-98,-165,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95678958104078,28.6,5,98,-93,14,53,-116,7,108,-86,-141,-109,-167,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93828645449718,22.0,6,96,-117,-493,-516,-616,56,117,-125,-175,-82,-187,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95576501390771,28.6,-11,93,-97,-2,71,-123,17,102,-83,-162,-108,-158,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95557415425506,28.6,-17,109,-81,-361,-450,-554,97,81,-226,-187,-90,-143,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95704664225411,28.6,2,84,-23,5,25,-31,17,97,-66,-147,-107,-154,1,0,0,0,1,0,1,0,0,0,0
28,158,54.94146460044746,22.0,-27,25,-20,-278,-376,-459,27,109,-87,-151,-95,-170,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93435170111351,22.0,-18,25,-19,-24,-23,-23,-6,80,-93,-143,-94,-174,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95890837323294,28.6,-8,88,-105,10,77,-95,46,52,-44,-192,-104,-155,1,0,0,0,1,0,0,0,0,1,0
28,158,54.9374239968967,22.0,-17,78,-116,-49,81,-113,79,19,-158,-207,-87,-148,0,1,0,0,1,0,0,0,0,0,1
31,171,82.87879072795141,28.4,-7,94,-90,-51,-22,-32,6,122,-81,-138,-108,-114,0,0,1,0,0,1,0,1,0,0,0
46,162,74.95725677034697,28.6,-13,95,-113,-64,89,-148,-1,156,-71,-143,-55,-161,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95558108890877,28.6,-3,94,-61,-18,17,-17,-14,104,-91,-167,-94,-151,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95740219045854,28.6,6,90,-91,-8,88,-112,41,106,-97,-165,-106,-166,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93602576257604,22.0,2,67,-110,-364,-428,-533,-71,272,21,-163,-46,-172,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95778934401581,28.6,19,91,-11,15,29,-29,24,100,-58,-142,-103,-149,1,0,0,0,1,0,1,0,0,0,0
28,158,54.94211234579656,22.0,-29,26,-30,-197,-215,-341,38,108,-101,-157,-91,-166,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95703242361442,28.6,-17,115,-95,-10,92,-108,65,145,-76,-160,-105,-169,1,0,0,0,1,0,0,0,0,0,1
28,158,54.941103384979854,22.0,-34,27,-29,-285,-375,-456,28,108,-87,-152,-94,-170,0,1,0,0,1,0,1,0,0,0,0
46,162,74.96008676266705,28.6,10,118,-33,20,87,-99,22,104,-61,-139,-88,-152,1,0,0,0,1,0,0,1,0,0,0
46,162,74.95721147807802,28.6,0,95,-88,1,84,-112,54,99,-78,-152,-103,-161,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93746068129892,22.0,-6,127,-99,-473,-497,-598,34,145,-119,-177,-56,-173,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88510898894866,28.4,-20,67,-158,-273,-288,-389,-10,110,-72,-208,-80,-157,0,0,1,0,0,1,0,1,0,0,0
28,158,54.93747825905801,22.0,-5,100,-110,-492,-515,-615,36,119,-136,-190,-85,-169,0,1,0,0,1,0,0,0,0,0,1
28,158,54.937333778217244,22.0,-15,111,-129,-492,-515,-616,44,105,-141,-182,-66,-165,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93868635292339,22.0,7,140,-148,-447,-479,-579,25,145,-122,-172,-54,-170,0,1,0,0,1,0,0,0,0,0,1
75,167,66.87328426727713,24.0,-10,83,-180,-26,39,-41,-17,112,-101,-230,-91,-141,0,0,0,1,0,1,0,1,0,0,0
28,158,54.93853743993092,22.0,0,103,-98,7,89,-117,21,98,-93,-199,-86,-164,0,1,0,0,1,0,0,0,1,0,0
46,162,74.9553277031349,28.6,31,125,-39,25,44,-33,22,103,-53,-184,-91,-143,1,0,0,0,1,0,0,1,0,0,0
31,171,82.88676793254248,28.4,10,79,-118,55,29,-166,8,129,-102,-204,-59,-177,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93918622793317,22.0,-5,103,-98,6,84,-136,6,79,-102,-190,-86,-157,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88406490886096,28.4,-1,67,-67,-18,-34,-25,67,59,-100,-89,-130,-169,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95628824806721,28.6,-5,102,-98,4,80,-124,22,108,-99,-182,-88,-162,1,0,0,0,1,0,0,0,1,0,0
75,167,66.87601163075028,24.0,-15,94,-94,-13,-11,-21,-67,85,-126,-107,-148,-169,0,0,0,1,0,1,1,0,0,0,0
28,158,54.94262255695587,22.0,-26,32,-23,-186,-202,-335,39,107,-101,-161,-92,-167,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88711351781009,28.4,-10,88,-155,-492,-515,-615,-7,117,-94,-190,-107,-128,0,0,1,0,0,1,0,1,0,0,0
75,167,66.87461294039782,24.0,-9,95,-148,-7,90,-97,18,122,-109,-190,-82,-149,0,0,0,1,0,1,0,0,1,0,0
28,158,54.93735895186916,22.0,-15,99,-125,-493,-516,-616,8,28,-129,-186,-80,-165,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88858562303221,28.4,-5,61,-136,8,86,-183,7,131,-50,-210,-57,-180,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95722587679076,28.6,4,89,-91,-18,80,-126,-45,127,-82,-185,-107,-166,1,0,0,0,1,0,0,0,0,0,1
28,158,54.94098988653754,22.0,-31,35,-28,-265,-252,-360,38,108,-102,-157,-93,-165,0,1,0,0,1,0,1,0,0,0,0
28,158,54.936480234058344,22.0,2,93,-171,-3,55,-33,7,106,-125,-243,-91,-129,0,1,0,0,1,0,0,1,0,0,0
31,171,82.8834102702377,28.4,-23,150,-104,-485,-507,-608,-185,273,-3,-194,-96,-165,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93704235542661,22.0,1,94,-66,-14,-15,-20,31,108,-89,-167,-87,-164,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95575066575458,28.6,-1,96,-63,-17,18,-16,-13,105,-89,-167,-92,-155,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93623289567469,22.0,-31,29,-31,-282,-359,-358,29,110,-102,-156,-95,-162,0,1,0,0,1,0,1,0,0,0,0
75,167,66.87716855046486,24.0,-13,93,-134,-27,86,-83,-17,99,-116,-215,-88,-141,0,0,0,1,0,1,0,0,0,1,0
28,158,54.93719837032547,22.0,-17,116,-85,-23,115,-86,-52,141,-79,-174,-56,-164,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95562475928187,28.6,2,90,-45,-20,23,-13,10,107,-94,-163,-95,-153,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88920221180777,28.4,5,92,-129,26,84,-105,20,121,-77,-156,-74,-172,0,0,1,0,0,1,0,0,0,1,0
31,171,82.88417169986565,28.4,3,73,-62,-16,-31,-21,61,54,-104,-95,-132,-166,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95595342519236,28.6,1,92,-50,-20,22,-19,-2,110,-84,-164,-95,-154,1,0,0,0,1,0,1,0,0,0,0
28,158,54.938549919823465,22.0,-3,101,-100,3,85,-125,12,85,-104,-193,-81,-160,0,1,0,0,1,0,0,0,1,0,0
31,171,82.88608891288357,28.4,-11,104,-155,-269,-286,-386,-13,107,-78,-192,-73,-149,0,0,1,0,0,1,0,1,0,0,0
46,162,74.95588997092418,28.6,0,95,-53,-20,23,-15,12,108,-91,-162,-95,-154,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93837607267883,22.0,7,103,-141,-492,-515,-616,154,103,-320,-181,-58,-167,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95639715217034,28.6,-8,65,-47,-8,16,-37,3,95,-75,-161,-107,-167,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95313869162345,28.6,14,105,-43,0,23,-23,20,101,-78,-144,-100,-155,1,0,0,0,1,0,0,1,0,0,0
28,158,54.936965686839365,22.0,-27,25,-25,-264,-310,-330,27,106,-88,-149,-95,-168,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93692294987366,22.0,-20,93,-115,-492,-516,-615,40,45,-114,-178,-74,-170,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88822925740122,28.4,0,112,-153,-426,-457,-568,-14,115,-86,-201,-77,-149,0,0,1,0,0,1,0,1,0,0,0
28,158,54.937020400487086,22.0,-21,97,-112,-493,-516,-616,19,115,-130,-163,-87,-171,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88604026314162,28.4,-3,97,-117,6,93,-135,30,121,-81,-168,-71,-157,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95577289449659,28.6,-10,94,-98,0,74,-121,15,103,-89,-162,-104,-157,1,0,0,0,1,0,0,0,1,0,0
31,171,82.89070293177429,28.4,28,51,-153,24,155,-163,-59,165,-93,-198,-36,-160,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88764854713148,28.4,-45,122,-134,66,42,-196,17,132,-115,-231,-57,-155,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95798161165332,28.6,7,108,-132,-3,81,-62,11,105,-69,-190,-88,-161,1,0,0,0,1,0,0,1,0,0,0
46,162,74.95654958916374,28.6,-1,85,-89,10,51,-128,8,108,-93,-173,-105,-170,1,0,0,0,1,0,0,0,0,0,1
28,158,54.941151914451105,22.0,-31,22,-26,-275,-375,-456,26,109,-86,-152,-93,-169,0,1,0,0,1,0,1,0,0,0,0
75,167,66.87219920527868,24.0,0,92,-136,1,65,-48,0,126,-115,-189,-76,-167,0,0,0,1,0,1,0,0,0,0,1
31,171,82.8862960133993,28.4,18,96,-111,-144,-148,-307,17,121,-96,-223,-92,-172,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95984559959169,28.6,13,76,-101,1,116,-149,10,107,-61,-156,-53,-168,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88397164021308,28.4,-1,65,-66,-17,-34,-25,68,61,-98,-85,-128,-167,0,0,1,0,0,1,1,0,0,0,0
75,167,66.8740759271762,24.0,-17,94,-104,1,-18,-21,3,91,-99,-182,-84,-143,0,0,0,1,0,1,1,0,0,0,0
31,171,82.88446913491826,28.4,1,63,-63,-38,-25,-28,70,63,-110,-86,-145,-163,0,0,1,0,0,1,1,0,0,0,0
28,158,54.93671453826571,22.0,-3,82,-79,-27,-20,-26,31,108,-89,-167,-87,-163,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93762242242707,22.0,-8,116,-124,-493,-516,-616,40,114,-146,-183,-73,-161,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93669838562865,22.0,-6,96,-116,-402,-426,-525,31,113,-144,-202,-78,-164,0,1,0,0,1,0,0,0,0,0,1
46,162,74.95523835232032,28.6,20,118,-83,18,103,-37,7,111,-81,-163,-103,-181,1,0,0,0,1,0,0,0,0,0,1
28,158,54.93981109809364,22.0,-23,31,-28,-245,-253,-332,38,108,-102,-163,-91,-169,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88251361960972,28.4,21,101,-97,-32,9,-22,66,59,-64,-104,-112,-169,0,0,1,0,0,1,0,0,0,1,0
46,162,74.95789022316467,28.6,-10,91,-105,5,72,-85,24,82,-85,-210,-104,-161,1,0,0,0,1,0,0,0,0,1,0
28,158,54.94052436220127,22.0,0,103,-162,-489,-512,-613,30,93,-31,-314,-87,-141,0,1,0,0,1,0,0,0,0,1,0
46,162,74.95604849743931,28.6,15,98,-119,10,65,-39,7,106,-78,-188,-92,-152,1,0,0,0,1,0,0,1,0,0,0
31,171,82.88276430591701,28.4,-33,136,-128,-489,-512,-612,-29,311,22,-207,-73,-166,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88617821162195,28.4,-5,115,-143,79,112,-96,30,126,-86,-215,-76,-174,0,0,1,0,0,1,0,0,1,0,0
28,158,54.94187652684351,22.0,-27,34,-31,-187,-209,-325,40,107,-101,-163,-91,-170,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93860043618635,22.0,-1,99,-99,13,84,-124,45,106,-87,-192,-80,-160,0,1,0,0,1,0,0,0,1,0,0
28,158,54.93733549866052,22.0,8,88,-157,8,48,-46,20,107,-120,-216,-88,-138,0,1,0,0,1,0,0,1,0,0,0
28,158,54.93467399850619,22.0,-16,38,-23,-15,-23,-23,28,108,-86,-150,-94,-164,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93890657769448,22.0,-2,102,-101,13,87,-124,35,106,-85,-189,-88,-160,0,1,0,0,1,0,0,0,1,0,0
28,158,54.940340691845506,22.0,-30,15,-31,-253,-224,-334,38,108,-101,-158,-90,-166,0,1,0,0,1,0,1,0,0,0,0
75,167,66.87850760548115,24.0,-12,98,-113,-15,90,-103,14,122,-108,-204,-81,-142,0,0,0,1,0,1,0,0,0,1,0
28,158,54.941185034107185,22.0,-31,22,-22,-277,-373,-456,26,109,-88,-154,-94,-170,0,1,0,0,1,0,1,0,0,0,0
28,158,54.93743183468678,22.0,-26,33,-23,-258,-351,-365,29,109,-102,-157,-94,-162,0,1,0,0,1,0,1,0,0,0,0
46,162,74.95600439331727,28.6,2,94,-48,-14,24,-14,14,107,-92,-162,-94,-158,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88515084460748,28.4,-24,70,-165,-267,-286,-382,-16,90,-78,-233,-102,-162,0,0,1,0,0,1,0,0,0,1,0
28,158,54.93854635755771,22.0,-3,102,-101,7,89,-118,33,105,-82,-191,-87,-163,0,1,0,0,1,0,0,0,1,0,0
46,162,74.955734452615,28.6,-1,87,-46,-19,23,-17,15,107,-90,-163,-93,-157,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95582222939532,28.6,-6,99,-87,4,75,-116,18,102,-86,-162,-105,-161,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88431102148996,28.4,-25,55,-131,-6,100,-132,83,230,-106,-235,-44,-164,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93852402346186,22.0,2,102,-99,7,87,-119,16,92,-101,-208,-86,-160,0,1,0,0,1,0,0,0,1,0,0
75,167,66.87403968244386,24.0,-18,88,-159,-11,87,-99,14,122,-107,-198,-81,-146,0,0,0,1,0,1,0,0,1,0,0
31,171,82.88443554144344,28.4,7,72,-61,-15,-31,-22,62,54,-103,-94,-132,-170,0,0,1,0,0,1,1,0,0,0,0
31,171,82.88570393210061,28.4,-10,93,-126,2,89,-136,26,121,-87,-173,-76,-159,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88534629119373,28.4,-13,81,-111,-270,-286,-386,-3,106,-76,-160,-97,-131,0,0,1,0,0,1,0,1,0,0,0
46,162,74.95727950129579,28.6,8,102,-135,2,71,-54,10,106,-74,-190,-100,-158,1,0,0,0,1,0,0,1,0,0,0
31,171,82.88835414443137,28.4,-13,89,-124,-357,-353,-501,8,118,-79,-168,-88,-138,0,0,1,0,0,1,0,1,0,0,0
46,162,74.95606886625664,28.6,-9,101,-102,0,86,-122,25,108,-97,-199,-89,-157,1,0,0,0,1,0,0,0,1,0,0
31,171,82.8855512691088,28.4,-10,92,-130,18,89,-133,49,120,-73,-179,-74,-147,0,0,1,0,0,1,0,0,1,0,0
28,158,54.93608179852153,22.0,-21,103,-118,-432,-449,-549,25,139,-112,-170,-45,-177,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88500201080858,28.4,-9,92,-133,11,91,-123,21,122,-85,-188,-74,-153,0,0,1,0,0,1,0,0,1,0,0
31,171,82.8882921988632,28.4,-11,65,-134,8,82,-105,-9,113,-76,-167,-109,-177,0,0,1,0,0,1,0,0,0,1,0
75,167,66.8765259297823,24.0,-3,114,-128,-13,87,-110,-33,225,-32,-187,-100,-155,0,0,0,1,0,1,0,0,0,0,1
31,171,82.88422623519911,28.4,3,69,-62,-23,-27,-24,61,54,-103,-96,-127,-166,0,0,1,0,0,1,1,0,0,0,0
46,162,74.9565090527467,28.6,-6,72,-37,-5,20,-33,3,96,-70,-153,-107,-165,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95668859943439,28.6,-4,77,-32,0,23,-30,4,94,-70,-153,-109,-164,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95665655844978,28.6,-4,77,-34,-3,22,-31,6,96,-67,-147,-107,-162,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93898647557799,22.0,15,133,-155,-492,-516,-616,24,149,-121,-163,-59,-163,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88621776864584,28.4,-26,93,-121,7,86,-143,1,54,-139,-211,-78,-150,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88527688076012,28.4,4,70,-62,-34,-7,-27,65,58,-104,-98,-121,-183,0,0,1,0,0,1,1,0,0,0,0
28,158,54.93974584896929,22.0,-29,16,-29,-256,-244,-338,38,108,-102,-162,-90,-166,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88545684487828,28.4,-17,83,-109,-265,-282,-382,-4,108,-85,-141,-111,-124,0,0,1,0,0,1,0,1,0,0,0
28,158,54.93875853337732,22.0,-17,90,-116,-308,-310,-407,-184,-135,-262,-194,-84,-149,0,1,0,0,1,0,0,0,0,1,0
75,167,66.87429293342673,24.0,-17,85,-156,-6,89,-101,16,122,-107,-194,-79,-150,0,0,0,1,0,1,0,0,1,0,0
31,171,82.8859675260636,28.4,-5,97,-121,7,93,-135,33,125,-80,-173,-72,-155,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95572126026326,28.6,1,98,-96,17,60,-106,10,106,-103,-176,-95,-152,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95659168814814,28.6,-5,72,-37,-4,21,-32,2,94,-73,-157,-109,-167,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95655187158113,28.6,-6,74,-36,-3,20,-33,4,96,-68,-151,-107,-163,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88447429059477,28.4,5,67,-58,-35,-24,-25,76,69,-106,-81,-142,-159,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95632857033975,28.6,-3,105,-86,-4,88,-121,28,106,-85,-187,-90,-159,1,0,0,0,1,0,0,0,1,0,0
46,162,74.9545206267965,28.6,-4,106,-28,3,71,-111,30,109,-79,-158,-88,-151,1,0,0,0,1,0,0,0,1,0,0
31,171,82.885922548772,28.4,-8,95,-121,4,89,-138,31,118,-82,-173,-78,-156,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88560859578998,28.4,-14,91,-126,0,88,-141,36,125,-77,-163,-70,-154,0,0,1,0,0,1,0,0,1,0,0
28,158,54.942004224034044,22.0,-27,32,-31,-188,-206,-326,39,107,-101,-161,-91,-170,0,1,0,0,1,0,1,0,0,0,0
28,158,54.94068585676641,22.0,2,100,-102,-491,-514,-614,33,109,-79,-182,-75,-159,0,1,0,0,1,0,0,0,0,1,0
31,171,82.8853123856986,28.4,-8,97,-111,14,89,-125,25,123,-85,-163,-73,-164,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88486159429952,28.4,-23,103,-124,-2,85,-107,18,51,-142,-198,-80,-168,0,0,1,0,0,1,0,0,0,0,1
28,158,54.93706573182465,22.0,-37,65,-118,-334,-318,-417,15,109,-75,-197,-90,-148,0,1,0,0,1,0,0,0,0,1,0
46,162,74.95631031341034,28.6,-10,62,-50,-8,15,-38,6,96,-69,-160,-107,-167,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88599267259782,28.4,-8,93,-124,-1,88,-140,28,119,-83,-169,-74,-164,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88548614424599,28.4,-11,92,-125,4,89,-138,33,125,-78,-181,-70,-151,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88508035704182,28.4,-22,71,-118,11,88,-125,51,48,-121,-226,-68,-166,0,0,1,0,0,1,0,0,0,0,1
46,162,74.95534190179883,28.6,-6,103,-68,3,70,-117,23,105,-87,-155,-98,-153,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88510735301004,28.4,-29,74,-116,12,87,-123,30,92,-113,-195,-85,-173,0,0,1,0,0,1,0,0,0,0,1
28,158,54.935079802096766,22.0,-33,62,-134,-492,-515,-615,39,155,-125,-173,-45,-171,0,1,0,0,1,0,0,0,0,0,1
28,158,54.93851710388923,22.0,-3,100,-99,2,84,-125,27,104,-86,-196,-84,-163,0,1,0,0,1,0,0,0,1,0,0
28,158,54.93711902328946,22.0,-5,102,-109,-432,-448,-548,28,122,-130,-177,-71,-181,0,1,0,0,1,0,0,0,0,0,1
31,171,82.88579190592928,28.4,-7,95,-125,1,91,-137,33,127,-80,-172,-69,-155,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95498633701202,28.6,-6,94,-88,7,73,-105,13,103,-90,-158,-103,-159,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95644262556182,28.6,-12,86,-94,-5,83,-116,34,61,-115,-196,-97,-162,1,0,0,0,1,0,0,0,0,0,1
31,171,82.88593095882942,28.4,-15,90,-124,6,79,-155,23,122,-78,-171,-70,-152,0,0,1,0,0,1,0,0,1,0,0
28,158,54.938546881667314,22.0,1,101,-86,-5,88,-123,26,94,-47,-198,-89,-159,0,1,0,0,1,0,0,0,1,0,0
75,167,66.87474292831305,24.0,-13,94,-97,6,-31,-21,-57,94,-123,-106,-126,-143,0,0,0,1,0,1,1,0,0,0,0
28,158,54.93853237725423,22.0,-3,102,-97,5,87,-122,5,78,-107,-199,-86,-160,0,1,0,0,1,0,0,0,1,0,0
75,167,66.87426354336856,24.0,-10,92,-154,-5,89,-92,15,122,-106,-209,-75,-164,0,0,0,1,0,1,0,0,1,0,0
31,171,82.88386277905315,28.4,2,69,-62,-23,-31,-24,68,61,-98,-87,-126,-154,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95554593891042,28.6,-11,93,-95,-2,69,-122,17,103,-89,-160,-105,-157,1,0,0,0,1,0,0,0,1,0,0
46,162,74.95648865204971,28.6,-6,63,-55,-11,13,-39,-1,94,-72,-162,-106,-170,1,0,0,0,1,0,1,0,0,0,0
31,171,82.88362207382117,28.4,-16,96,-113,57,38,-126,36,120,-75,-153,-79,-155,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88957209800576,28.4,-13,93,-122,-352,-335,-507,16,117,-79,-165,-94,-130,0,0,1,0,0,1,0,1,0,0,0
46,162,74.95828113329712,28.6,32,103,15,15,35,-27,29,102,-39,-133,-98,-143,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93851631626586,22.0,1,100,-88,-5,84,-126,14,91,-61,-195,-85,-161,0,1,0,0,1,0,0,0,1,0,0
46,162,74.95470561125283,28.6,-5,96,-144,10,48,-41,13,89,-82,-233,-81,-167,1,0,0,0,1,0,0,0,0,1,0
28,158,54.93693522799945,22.0,0,100,-93,-493,-515,-615,-74,207,-91,-161,-77,-173,0,1,0,0,1,0,0,0,0,0,1
75,167,66.87486686448781,24.0,-13,82,-168,-22,64,-55,1,123,-101,-209,-86,-138,0,0,0,1,0,1,0,1,0,0,0
31,171,82.88233536295456,28.4,26,100,-81,-32,5,-22,82,75,-52,-97,-107,-172,0,0,1,0,0,1,0,0,0,1,0
28,158,54.9341583570527,22.0,-20,33,-22,-29,-29,-26,25,108,-81,-147,-95,-163,0,1,0,0,1,0,1,0,0,0,0
75,167,66.87494679795502,24.0,-16,94,-134,-17,89,-99,33,183,-78,-190,-88,-143,0,0,0,1,0,1,0,0,0,0,1
31,171,82.88585093100895,28.4,-10,90,-126,2,87,-141,28,118,-80,-176,-75,-161,0,0,1,0,0,1,0,0,1,0,0
31,171,82.88472329856957,28.4,-3,91,-117,20,88,-115,24,125,-87,-172,-67,-164,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95739577849764,28.6,1,115,-74,24,69,-115,4,112,-90,-157,-100,-176,1,0,0,0,1,0,0,0,0,0,1
46,162,74.95577099004078,28.6,-3,90,-51,-22,21,-20,11,108,-89,-164,-97,-150,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95508317904105,28.6,-1,100,-69,7,69,-109,32,105,-81,-151,-101,-150,1,0,0,0,1,0,0,0,1,0,0
31,171,82.88554256812463,28.4,-11,88,-119,9,92,-117,8,103,-111,-175,-85,-145,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88639184727458,28.4,-3,99,-118,6,92,-139,27,119,-84,-176,-77,-160,0,0,1,0,0,1,0,0,1,0,0
46,162,74.95614628674304,28.6,4,97,-55,-13,21,-14,16,108,-93,-163,-92,-162,1,0,0,0,1,0,1,0,0,0,0
28,158,54.93461279832104,22.0,-17,37,-20,-9,-25,-23,30,107,-78,-148,-95,-164,0,1,0,0,1,0,1,0,0,0,0
31,171,82.88405438534303,28.4,0,67,-65,-24,-28,-24,64,57,-102,-94,-127,-166,0,0,1,0,0,1,1,0,0,0,0
46,162,74.95648646997033,28.6,-8,65,-52,-9,15,-38,1,94,-71,-161,-107,-169,1,0,0,0,1,0,1,0,0,0,0
46,162,74.95441992113648,28.6,19,110,-71,14,36,-32,27,112,-64,-188,-87,-154,1,0,0,0,1,0,0,1,0,0,0
31,171,82.88326691106506,28.4,-1,67,-125,-491,-514,-614,14,131,-106,-214,-69,-179,0,0,1,0,0,1,0,0,0,0,1
31,171,82.88373984176528,28.4,-27,99,-121,-336,-389,-501,33,162,-53,-186,-81,-176,0,0,1,0,0,1,0,0,0,0,1
